album.id,album.title,album.company
295151,Mefistofele,Sony/ATV Music Publishing
716004,Misfortunes,Oricon
533823,What's Your Damage?,Aquaplus
711053,Magic,Random Disc Records
149770,Places In Time,Anjunabeats
191415,Everything Is Nice: The Matador Records 10th Anniversary Anthology,Istanbul Plak
702379,Making Moves,Econore
701935,Les Bonapartes,Harthouse
15646,Illadelph Halflife,Newbury Comics
164964,Royal Bubble Orchestra,Scranton Button Company
484128,Imidiwan: Companions,JamGlue
625445,The Panic Is On: The Great American Depression As Seen By The Common Man,Telstar Records
311155,When You Were Young,Econore
428531,Moving Mountains,Corporation
628406,Bicentenario Blanco Vol. 1,JamGlue
453925,The Wes Montgomery Trio,Sumthing Distribution
628402,The Wonderful World Of Casino Steel,Def Jam Recordings
377443,Improvisation with myself_ volume1,S.M. Entertainment
149923,Pro*Pain,Newbury Comics
390110,Vifian presents Kisha,Broccoli
597081,Sweeter As the Years Go By,Aardvark Records
250481,Mystic Stylez: The First Album,Room 10 Records
316,Live 2003,Scranton Button Company
478558,Living The Northern Summer,Musketeer Records
294877,Aquemini,Extraphone
795296,Feelin` Alone,Diagnosis… DON'T! reCoRdings
810204,Tha Remixes Vol. 20,Instant Live
589045,Seasons,Econore
249559,Vihuela Fantasies - Roots Of The Classical Guitar Series,ARC Music
227290,Live On The Road,Entertainment One
585771,Hot To Trot,Room 10 Records
233525,Blue Mountains,Telstar Records
536681,Classical Healing - Tom Barabas,Aardvark Records
247869,Southern Shades Of Blue Volume II,GRGDN
496170,More Luv,One Records
290940,Martin Scorsese Presents The Blues: Keb' Mo',Newbury Comics
816734,Save The Last Dance 2 Soundtrack,Def Jam Recordings
240234,Greatest Hits 2,Diagnosis… DON'T! reCoRdings
110009,The Dusty Foot On The Road,Newbury Comics
821363,Visans Gyllene Tid,Broccoli
670639,Birch - Gangsta Rock Riddim,EMI Music Japan
293804,Gershwin Greatest Hits,Hed Kandi
1537,Size Matters,Extraphone
38767,Say What You Will  Clarence...Karl Sold The Truck,Istanbul Plak
245315,Smoke! Smoke! Smoke!,Def Jam Recordings
27316,The Herethereafter,Skeleton Crew
123341,"Brest of"" (Tout ASSa pour ASSa)",Diskoton
52356,AOL Sessions,GRGDN
358474,Halt mich,Posse Up Entertainment
570765,Take Me To Paradise,DMX
123659,Thrill Me,Muzak
115186,Sony Connect Set,JYP Entertainment
129671,Are You Ready,AMCR
43676,Happenings,ECA Records
698638,Explosion de Gaitas,Bad Boy Records
180861,Somewhere In England,Multimedia Record Corporation
179557,Essential Christmas,Multimedia Record Corporation
579824,Definitely Maybe,Skeleton Crew
53749,Tomorrow: Barretto Live,Sony/ATV Music Publishing
602934,Faultline,Extraphone
391905,Afro Roots,Almighty Records
369893,And... R&B was born,Koch Entertainment
234891,Pa Goza Con Fruko,Instant Live
414214,Guilt,Koch Entertainment
368975,Heritage - RA(c)cital NAdeg5 & 6 - BAM (1958-1959),Anjunabeats
27643,Mis Mejores Canciones - 17 Super Exitos,Bad Boy Records
81295,Honey Hitters,Def Jam Recordings
25289,Sing Brother Sing,BTM Music Group Inc.
121334,Grounded,MGM Distribution
531283,Akh Larh Gayee,Sony BMG
284650,Mobb Muzik (Clean Version),Johnny&Associates
414488,Festejo...desde la piel,Bang
271507,Prayer Of A Common Man,Def Jam Recordings
501564,Mademoiselle Chante,ECA Records
495327,Metropolitain,Aardvark Records
462985,Songs For Girls To Sing,Live Music Records
105138,Sun Shower,Muzak
580521,Two-Shade,Newbury Comics
129804,Tomcattin',GRGDN
665034,Juke Trax Online Vol. 4,Electronic Arts Recordings
686907,Sheltered,Gold Typhoon
46654,Rhino Hi-Five: Maria Muldaur,Halaqah Media
809332,Love + Care,Diagnosis… DON'T! reCoRdings
760072,The Unforgettable Grandpa Jones,Applied Media Technologies Corporation
103187,Curtis,Instant Live
573754,Messin' Around tha House,Posse Up Entertainment
609846,Lonesome Number One,Koch Entertainment
176776,King Of Western Swing_ Vol. 5,CJ E&M Music Performance Divison
536002,Cumbia Mix 3 - el poder de la cumbia en MA(c)xico,Oricon
690506,One Of A Kind,Behringer
195300,Agrimonyzer,Cris Morena Group
175786,Beats_ Breaks_ & Scratches - Volume 2,Definitive Jux
374100,Sugar Man,Diagnosis… DON'T! reCoRdings
570833,Hammersmith Odeon_ London '75,EMI Music Japan
22876,Meet Danny Wilson,Kung Fu Records
244863,Jadur Madur,Def Jam Recordings
263925,Ultimate live,MCA Inc.
85082,Kangna,Menart Records
140777,Heros Of Rock And Roll,Menart Records
392568,Caribbean Connection,Diskoton
471605,Imuhar_ une lA(c)gende (Bande Originale du Film),Live Music Records
246707,Lover's Acid,Ektaar Music Ltd
307985,Turn This Thing Around,SoBe Entertainment
197998,The Devil Can't Hide From Me,Harthouse
348243,Baroque at Bathtime,Triple Vision Record Distribution
691786,Ramwhale,Extraphone
594658,Le Plaisir des Dieux,DMX
517234,Sex Style,Multimedia Record Corporation
489141,Post Atomic Hillbilly,GoConnect
87743,Texas - A Musical Celebration One Texas Shuffle,Posse Up Entertainment
711248,30 Country Classics,Musketeer Records
239436,The Renaissance,Backstreet Records
60028,100 Chansons,PlayNetwork
644126,Drum Cargo - Rhythms of Wind,Shure
448487,The Ghost In the Machine,BTM Music Group Inc.
789599,Aquarius/Journey Of A Man/We're Here To Stay,Aardvark Records
281442,She,Sumthing Distribution
741259,Layers Of Time,Backstreet Records
618651,On The Winning Side,Extraphone
691606,Friday Night,ARC Music
622413,Gloria De Haven Sings,DMX
608617,A Tribute To A Legend,JYP Entertainment
712996,Alligator Crawl,Sony Music Entertainmet (Japan) Inc.
517774,The EarthSea Series Volume I,Corporation
370167,Coming Home,Boosey&Hawkes
704376,Fear Of A Black Tangent,Sony Music Australia
575275,Chapter One .. A Decade,BTM Music Group Inc.
582541,Expectations,CJ E&M Music Performance Divison
130882,Rude Awakening,Ministry of Sound
188444,Byrd By The Sea,Boosey&Hawkes
12395,Rice & Curry,Disc Makers
298557,Moonlight and Roses/The Jim Reeves Way,Instant Live
626438,Shout,Skeleton Crew
207306,Discipline,Extraphone
290435,Carousel / Rodgers & Hammerstein's / Original Motion Picture Soundtrack (Expanded Edition),Newbury Comics
336772,Eason Moving On Stage 1,DSP Media
776714,Huraratelyart,PIAS Entertainment Group
357894,Lonely Teardrops,CJ E&M Music Performance Divison
310400,Diez Boleros Y Una CanciA3n De Amor,Ultra Music
631324,Underwater Dancehall,JYP Entertainment
24334,Earth To Heaven,Corporation
51853,Mellow Dreamin',EMI
295008,Wimoweh!!! - The Best Of The Tokens,Spectra Records
417438,Mask Industries,Microphone Records
277881,Sleep Through The Static: Remixed,Definitive Jux
281438,Eleven,Spectra Records
276869,Converge EP,Mushroom Records
127716,Doomed Dark Years,Sony BMG
370528,Paul's Boutique (20th Anniversary Remastered Edition),Diskoton
53517,23 Aniversario,Sony BMG
154205,To Pirame,DSP Media
537429,Oozevoodoo,Thorn EMI
87106,Piano XX - Vol. 1,The Visual Dimensions Music
318947,Byrd & Brazil,Aardvark Records
41819,Silent Witness,Backstreet Records
642791,Taivaan kappaleita,Behringer
2402,Best Of,Great Big Island
270675,Zeitreise,Aquaplus
350410,Jazz Impressions,Kung Fu Records
2014,Happy Love Sick,SoBe Entertainment
112850,Walkin' In The Sun,Kung Fu Records
725036,Singing Bamboos,MCA Inc.
205256,Unforgettable,Harthouse
527947,Live And Loud,Istanbul Plak
217967,Siempre en mi mente,T-Series
14880,The Road That I Walk,Gold Typhoon
505788,Unplugged,Telstar Records
756813,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,T-Series
435057,LDN,Live Music Records
754697,Thug Passion,EMI Music Japan
2005,Three Cheers For Sweet Revenge,AMCR
93091,Continued Story / Hi_ How Are You?,Telstar Records
148979,Open Up Your Mind,Random Disc Records
603222,101 Running Songs,Thorn EMI
713846,Wahre LA1/4gen,Room 10 Records
759854,Tales From The Undead,Broccoli
739577,Designed To Dislike,Multimedia Record Corporation
294860,ATLiens,CJ E&M Music Performance Divison
32887,Todd Smith,Multimedia Record Corporation
602390,Texas Rhythm Club,Ultra Music
368596,IlA*luminacions,Corporation
68561,Kolmastoista kerta,Extraphone
152941,Trouble,Newbury Comics
818089,Strictly Lovers Rock Vol. 3,Behringer
264715,Salsa Legende - Best of Fania All Stars,Sony Music Entertainmet (Japan) Inc.
8907,Ideal,Random Disc Records
315785,Midnight Fish,Saban Capital Group
465810,Tijuana Hercules,Microphone Records
595767,Nuits De La Fondation Maeght 1970,Skeleton Crew
179583,Wall Of People,Lone Star Music
237924,The Terror State,Musketeer Records
608839,Tour De France (2009 Digital Remaster),Instant Live
45686,Long Way 2 Go,CAPP Records
617042,TRISKAIDEKAPHOBIA,Electronic Arts Recordings
163941,Sing & Swing With Bobby Darin,Corporation
531130,Canadian Organ Music Showcase,Ultra Music
792920,Going Home,Cris Morena Group
610045,Super Box Of Country - 35 Country Classics From the 50's_ 60's_ 70's And 80's,BTM Music Group Inc.
268570,100% Dynamite,Johnny&Associates
251120,Santa Loves to Boogie,Scranton Button Company
40071,The Clarion Call,GRGDN
186124,Ember To Inferno,Posse Up Entertainment
34366,Mein Job,Sony/ATV Music Publishing
191758,Best Of,Applied Media Technologies Corporation
357567,Penny Opus,Hed Kandi
554260,East To West,Lone Star Music
79861,Direct Al Corazon,Boosey&Hawkes
216244,Saturdays = Youth,Aquaplus
149290,The Great Polka Swindle,Posse Up Entertainment
420109,Number One Girl,Magnatune
23172,Signs Of Life,Backstreet Records
406415,The Spy Who Loved Me (Soundtrack),Diagnosis… DON'T! reCoRdings
104838,Process Of Belief,Great Big Island
292377,In This Skin (Standard Package),Sumthing Distribution
21009,Smoke 'N' Breu,Boosey&Hawkes
91073,Grandes Exitos Vol. 2,Room 10 Records
547424,Lights Out,Spectra Records
343203,Dichotomy,Broccoli
307513,Alive In South Africa,Saban Capital Group
611228,Ceol Tacsi,HITT Production
120852,The Album,Sony BMG
57633,Just Being Myself,DMX
21615,Youth Are Getting Restless,ECA Records
8862,Eurotrash,MGM Distribution
10149,Rarities & B-Sides,Ektaar Music Ltd
123772,Boire,EMI Music Japan
342093,The Road More Traveled,Jugodisk
166132,Unlimited,DSP Media
58420,Gonna Move Ya!,Hed Kandi
490988,The Oath of Black Blood,CAPP Records
378320,Pay To Play,Posse Up Entertainment
489530,Draw Me Close,Ministry of Sound
265738,Roots Techniques,PIAS Entertainment Group
288046,Live 98,Istanbul Plak
307580,Unplugged,Concord Music Group
672736,BA(c)zu au bal musette,Microphone Records
395385,Vanguard Visionaries,Ultra Music
123643,Calling The World,Koch Entertainment
8456,Charmbracelet,SoBe Entertainment
307881,All I Can Do,Econore
239673,Karelian Isthmus,Koch Entertainment
225353,Crisis,Extraphone
365417,The Complete BBC Sessions,Magnatune
246493,Turn Around,Sony Music Australia
191680,Flieger_ GrA1/4ss Mir Die Sonne,Aardvark Records
2434,There Will Be A Light,Gold Typhoon
131603,20 Suosikkia  / Siks' oon mA$? suruinen,Koch Entertainment
154721,Collection Disques PathA(c),Shure
286048,Sri Matsya,Istanbul Plak
312854,Revealed,Sony/ATV Music Publishing
283426,J.Lo,Kung Fu Records
37103,30 Grandes Exitos,Diagnosis… DON'T! reCoRdings
38873,No te apartes de mi,The Visual Dimensions Music
693183,Global Gathering 2008,Broccoli
732051,Misturados,Jugodisk
605561,Obsession,Disc Makers
584447,The Swoll Package,Concord Music Group
142144,Cycle de l'erance,Telstar Records
340648,Irish Folk Favourites,Thorn EMI
613074,U.S. Tour '72,Random Disc Records
53613,Are You With Me?,Istanbul Plak
85958,Something Got Me Started: Live In Cuba,Skeleton Crew
16681,Harlem World *Cancelled*,Triple Vision Record Distribution
164097,Best Of Bodeans : Slash & Burn,Scranton Button Company
275520,Dejame Entrar,Cris Morena Group
692305,II,Broccoli
197974,Collector's Edition,Koch Entertainment
818106,Retro Years,Lone Star Music
305795,In Your Honour,Kung Fu Records
798321,Unstoppable Riddim,Entertainment One
384036,Jake Head Boogie,AMCR
479116,Das letzte Gefecht/Live,Broccoli
22583,Vixen,Disc Makers
37505,S.O.S.,Corporation
340438,Four Christmases,Great Big Island
66555,Thirst,Microphone Records
774095,Let's Smile !,Thorn EMI
28295,Keep Them Freaks A Rollin' - Live At Abbey Road,BTM Music Group Inc.
307073,3 Originals,Aardvark Records
538039,Cooleyhighharmony - Expanded Edition,Gold Typhoon
23951,Come A Little Bit Closer,Kung Fu Records
65218,Wer spricht,Magnatune
17127,Que No Se Extinga La Llama!,Diagnosis… DON'T! reCoRdings
12151,The Sonet Blues Story,Movic
238352,Hillbilly Fever,Diagnosis… DON'T! reCoRdings
506495,Kill 'Em All,Sony/ATV Music Publishing
652779,On My Mind - Remixes Part 2 (feat. Ben Onono),Halaqah Media
819,Ill Communication,Harthouse
405866,Volontany,Lone Star Music
477767,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,PlayNetwork
331330,Tie A Yellow Ribbon,Istanbul Plak
624882,The Four Kings Of Blues Guitar,Instant Live
85163,Dil Kare,Thorn EMI
711692,Wunderland (plus Bonustracks),Bang
634063,Bssst.....Tisincina!,Kung Fu Records
531645,Before The L.O.X.,Halaqah Media
13924,A Little Deeper,Concord Music Group
439748,Fly,DMX
279413,Cartel,Electronic Arts Recordings
23447,Long Black Train,Bang
49911,Tundra,5pb.
290135,Cheap Thrills/Kozmic Blues/Pearl,PGP-RTB
821487,Hard Rock Live,Bad Boy Records
26872,Antarctica / China,Mushroom Records
225152,the no music.,Ministry of Sound
389872,Voices Of Americana: Barbara Lynn,Behringer
132223,Abigail,Hed Kandi
55366,Beyond The Missouri Sky,CJ E&M Music Performance Divison
559962,Diarrhea Of A Madman,Movic
470927,The Singles Part 1,Jugodisk
34581,Rhinoceros,Ultra Music
212730,Bury Your Dead,Koch Entertainment
78918,The Trashcan Electric E.P.,Ministry of Sound
785343,Die frA1/4hen Jahre,Ministry of Sound
681230,God Bless Tiny Tim: The Complete Reprise Studio Masters... And More,Random Disc Records
661537,Hoop of Flame,Shure
371428,Drouz,Musketeer Records
260850,Dawg Call (Who Let the Dawgs Out),Behringer
746212,Komplett durch,Triple Vision Record Distribution
90438,Night At The Museum,S.M. Entertainment
162827,Betty,Skeleton Crew
109829,Deluxe Soundsystem,GoConnect
76788,Intercessor,EMI Music Japan
408899,Hier ist Berlin! - Dieter Thomas Heck prA$?s.: Die NDW Hits,Sony Music Entertainment
494990,A Trip to Killburn,The Visual Dimensions Music
299596,ONE BY ONE,Cris Morena Group
536279,Terra EsperanASSa,Thorn EMI
536704,For The Chosen Who,Aardvark Records
560484,Imrama,Scranton Button Company
536763,North Coast,Ministry of Sound
667488,1931,Pony Canyon
509971,The Selections-Special Edition,Instant Live
427915,Te Llevo En Mi,Mushroom Records
493286,The Fabulous Fifties Vol 4,GMA Artist Center
793501,Music Trends - Country Busters,Sony Music Entertainment
438034,Unreleased Tracks & B-Sides,GMA Artist Center
25833,New Tattoo,DMX
77594,The Ultimate Breakbeat Collection,Thorn EMI
225873,Patriotic Pride,Posse Up Entertainment
493298,Big Band Favourites Vol 1,JamGlue
550727,Everyone Love The Live Concert Of Ms. Charming CoCo,Skeleton Crew
723375,Transformation Hymns,Thorn EMI
602352,Sin Palabras (Without Words),Cris Morena Group
68573,Lauluja elokuvasta Rentun Ruusu,MGM Distribution
65647,Nothing's Shocking,Room 10 Records
308216,Sinfonia De La Copla,Electronic Arts Recordings
782958,Bears_ Mayors_ Scraps and Bones,Oricon
621409,All I Want,ARC Music
24753,A Man from Duck Run/The Country Side of Roy Rogers,DSP Media
757389,The Quiet Hour,ARC Music
291300,Inside Wants Out,Aquaplus
680370,A Lesson in Rock,Sumthing Distribution
772759,Heart Over Mind,The Visual Dimensions Music
331290,Satin Sheets,PlayNetwork
154511,Babies Go U2,Istanbul Plak
57320,Upon A Shamrock Shore/Songs Of Ireland And The Irish,Bang
288466,It's a shame,Newbury Comics
414941,The Edge Of Love,Go! Discs
55369,One Lonely Night,Ultra Music
130032,The Price Of Existence,EMI
807538,Clubplanet Volume 1,PIAS Entertainment Group
148169,Powerhouse,EMI Music Japan
310700,Praise & Worship,Kung Fu Records
7982,The Sound Of White - Australian Version,Def Jam Recordings
590928,Swingers In Paradise,Newbury Comics
546652,A Spoonful Blues  Vol 1,Def Jam Recordings
212755,El lado gamberro,Broccoli
314271,Marlene Dietrich,Almighty Records
725665,Adalberto,Koch Entertainment
573257,Metropolitano,Hed Kandi
509835,Vasos VacAos,Sumthing Distribution
92527,Don't Matter,Sony Music Entertainment
169883,Morning Star: Soul Of The Beast,EMI
183004,Teddy Picker,JYP Entertainment
178577,On the Wing,Shure
286982,The Best Of Johnny Winter,5pb.
437123,Ecoute mon enfant,EMI Music Japan
517989,La Mano,Spectra Records
811311,Dusha Izuvera,Sony BMG
135027,Iowa,The Visual Dimensions Music
313625,Evolution (Rudy Van Gelder Edition),Bad Boy Records
174629,Sylvester Weaver Vol. 2 (1927),ECA Records
2022,The Middle Of Nowhere,Sony Music Australia
181270,All The Magic!,Kung Fu Records
346205,Lernertres,Boosey&Hawkes
179898,A Pagan Storm,GRGDN
514720,Primera Toma,Instant Live
293877,Singin' With The Big Bands,One Records
368962,"Heritage - La Belle Se PromA""ne - BAM (1978)",Koch Entertainment
400022,Then Sings My Soul: 24 Favorite Hymns & Gospel Songs,CJ E&M Music Performance Divison
329936,DJ Slugo Juke Chronicles Vol. 1,BTM Music Group Inc.
245079,Baqontraq,Concord Music Group
57641,The Best Of Faces: Good Boys When They're Asleep,Istanbul Plak
727876,Traces O` Red,ARC Music
394257,Equilibrium,Skeleton Crew
530333,Hollywood Screen Gems - Vol 1,Go! Discs
211944,La luz de la maA+-ana,Aquaplus
224617,Urban Messiah,Talent Quest
296781,Quills,Bang
665471,Burbstrumentals_ Vol. 1,Ektaar Music Ltd
299156,More Than A Woman,Disc Makers
673803,The Best of Tommy Overstreet,MCA Inc.
640908,Graffiti,Sony/ATV Music Publishing
542091,Vuosikirja 1976 - 50 hittiA$?,PIAS UK Distribution
148146,Love Life,Saban Capital Group
395388,Channel 10,Electronic Arts Recordings
505308,The Horrible Plans Of Flex Busterman,Room 10 Records
236595,Spiritual Garden,Broccoli
819713,L'integrale,MCA Inc.
186364,Bummed,GoConnect
473068,Ahmea,Extraphone
326830,Collection,Hed Kandi
535176,Street Scriptures,Spectra Records
349295,Prince With 94 East's You Can Be My Teacher,T-Series
558296,Hot Rod,Go! Discs
220156,Causing A Catastrophe (Live),MCA Inc.
131071,Bobby Darin Sings Ray Charles,SoBe Entertainment
599821,Meditations In The Spirit,The Visual Dimensions Music
189558,She Watched The Sky,EMI
238761,Canada Songs,Disc Makers
451714,Devolver,PlayNetwork
696379,Le plus grandes chansons,Shure
104645,The Gangs All Here,Room 10 Records
766240,Unkunvenshunal Girl,Ektaar Music Ltd
428212,Abersowasvonlive,Anjunabeats
239559,My Kantele,ECA Records
539621,Ashgrove,Cris Morena Group
372352,Single Ladies (Put A Ring On It) - Dance Remixes,BTM Music Group Inc.
346368,Ninja Mental - Unplugged MTV,Halaqah Media
76211,Tha Gangsta Mix,Bang
615115,Information Society,GoConnect
771302,Unsinkable,Menart Records
559913,This Toilet Earth,Gold Typhoon
666401,Un Leon Demente,PIAS Entertainment Group
304243,Reggae Deluxe,Entertainment One
658032,KPM 1000 Series: Flamboyant Themes (Volume 4),PIAS UK Distribution
291237,POUR CHANTER L'AUVERGNE,Suzy
67489,Who's got the ball,Great Big Island
479986,Bandelero,Johnny&Associates
114665,Double Top,Mushroom Records
633245,Whaddaya Think of That?,Concord Music Group
174867,The Best Of Frank Stokes,MGM Distribution
146299,Hold The Faith,Backstreet Records
474283,Stay (Bonus Version),DSP Media
736184,A Bailar Boogaloo Con La Sublime (Digitally Remastered),Aardvark Records
289558,40 Dayz & 40 Nightz (Explicit),Jugodisk
455699,Wishful Thinking,JamGlue
150034,MA!s Fuerte De Lo Que Pensaba,Concord Music Group
648379,This Machine Kills Fingers (Live),Kung Fu Records
64186,Fantastic Four,EMI
486373,Chi Vuole Essere Fabri Fibra ?,Musketeer Records
793443,Hot Sauce,DSP Media
72447,The 5th Annual End Of The World Tour,DMX
228846,Frei zu sein,Istanbul Plak
320409,All Over The Place,JYP Entertainment
236727,Left Behind,Mushroom Records
388992,Mein rasend Herz,Behringer
653213,Shorty's Blues,Anjunabeats
615353,The Great Wide Open,Sony/ATV Music Publishing
494459,Come All Over Me,Econore
602053,Joan Sutherland,Bad Boy Records
312392,Here's To The Losers,Magnatune
229718,Country Christmas,Econore
92970,Love And Freedom,Definitive Jux
307441,Most Known Unknown (Screwed and Chopped),MCA Inc.
507592,Optimo presents In Order To Edit,Musketeer Records
275602,Auf Der Maur,EMI Music Japan
38375,My Destiny,JamGlue
93092,Frankenstein Love,CJ E&M Music Performance Divison
148341,Coleccion Aniversario,Broccoli
519735,Black Sheep,Johnny&Associates
420080,Love Rule,PlayNetwork
573639,Donde Estan Los Ladrones,Saban Capital Group
323446,North // South,Entertainment One
273881,Satanica,Multimedia Record Corporation
74767,Dressed Up As Life,Electronic Arts Recordings
642912,The Real Kids,Concord Music Group
135485,Rit_ Vol. 1,EMI
291718,MAD HATTER,Diagnosis… DON'T! reCoRdings
328334,Morning Cup Of Jazz,Newbury Comics
802033,Soweto Jumpoff,Jugodisk
457892,Talkin' Stick,Sony Music Entertainment
74894,Spirit Of The Rainforest,T-Series
337100,Heartbreak Boulevard,DSP Media
571514,Put Neprojdennyj,Electronic Arts Recordings
537383,They'll All Believe_ There's Nothing Wrong With My Heart,Harthouse
790603,Zume De Tierra,Random Disc Records
143221,RyanDan,PlayNetwork
248865,Untitled,Electronic Arts Recordings
454569,House of Stone,Magnatune
78341,Vivianism,Entertainment One
278972,Medusa,Thorn EMI
109,blink-182,CAPP Records
730337,A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter,GoConnect
413660,Live At The Old Waldorf,Musketeer Records
186231,One Way,CAPP Records
203334,East,Gold Typhoon
280446,The Beyonce Experience Live Audio,Sony Music Entertainmet (Japan) Inc.
474494,Don't Be Afraid,Shure
62337,An Anthology: The Elektra Years,Menart Records
813956,English Tale,EMI
1022,Pyramid Song,Gold Typhoon
130521,In Sorte Diaboli,Def Jam Recordings
326864,16 Most Requested Songs Of The 1950s. Volume Two,DSP Media
385023,Chillout Lounge,Johnny&Associates
32651,Best!,Entertainment One
714206,Amidar,Newbury Comics
300411,The Remixes,Diskoton
509338,Canciones Para Grandes,Bang
272297,Bassturk,Istanbul Plak
446779,Who's Sorry Now?...The Early Years 1955-58,Broccoli
129253,Kamikaze,Random Disc Records
281825,Wanted Man: The Johnny Cash Collection,GRGDN
601499,Yes! 2-Disc Set,PIAS Entertainment Group
802498,Gospel,Concord Music Group
63766,Deutsche Hits CD1,Microphone Records
414439,Entre tanto canto...,Muzak
263655,Shogun Assassins EP Vol. 3,PIAS UK Distribution
105758,Unlimited,Halaqah Media
715656,Black Debbath Hyller Kvinnen!,Musketeer Records
293621,Just Because I'm A Woman,Diskoton
284311,In Step,GRGDN
564640,Our Scottish Heritage,MGM Distribution
518347,Boomerang,Diagnosis… DON'T! reCoRdings
349122,Glen Ricks' Rock My Boat,DMX
522407,Dead Star / In Your World,Aardvark Records
803589,The Legend Of Floyd Jones,Corporation
257268,UK - 1955 - September,GRGDN
21374,Dancing Drums,T-Series
377938,Best Of The Radio Shows,GRGDN
670712,One Night In Madrid,5pb.
519314,Lovebites,Aardvark Records
253948,Kinavana,Ultra Music
291253,La Ballade Des Gens Heureux,Aardvark Records
223668,Rochereau_ Sam Mangwana & l'African Fiesta National,Jugodisk
25791,Aziatic,The Visual Dimensions Music
280181,London Calling / Combat Rock,T-Series
24127,Wendy Moten,Spectra Records
345280,Reggae Salute,Sony BMG
773152,La fin de l'A(c)ternitA(c),One Records
356385,He Holds the Keys,Gold Typhoon
839,Ummagumma,Lone Star Music
122729,The Cold Earth Slept Below,Aquaplus
25202,Cosas Del Amor,Almighty Records
682722,Country Lovers_ Vol. 2,Posse Up Entertainment
807238,Black & White Vol. 2: Reggae Classics,Ektaar Music Ltd
159601,40 Frauen / Im September,Gold Typhoon
350438,The Roots,Posse Up Entertainment
768418,Classic Years of The Merry Macs,EMI Music Japan
274889,Xtreme Control EP,Harthouse
256234,Southern Slang,DMX
646387,A Man And His Music  - El Inolvidable,Almighty Records
413547,Attack - The Remixes Part 1,Gold Typhoon
328151,Imperial Hearts,Scranton Button Company
391698,Music Guide - Athens,Sony/ATV Music Publishing
681692,Dissimulate,Thorn EMI
435385,Never Been Better,JYP Entertainment
665048,Unsettled Scores,Random Disc Records
615263,Frozen Dreams,PIAS Entertainment Group
785780,Carnival Of Excess : Limited Edition - Original Mixes,PIAS UK Distribution
575324,Early Works,Johnny&Associates
447646,The Art of War Volume 4,Microphone Records
76216,Westside Story Remix feat. Snoop Dogg & 50 Cent,Mushroom Records
266810,Themes - Volume 3,Harthouse
192588,Alex Loves...,Kung Fu Records
606149,Preset 001 / Reset 001,Electronic Arts Recordings
28863,Modus Operandi,Telstar Records
80685,Big Moving Parts,Broccoli
76785,Praise Keeper,Extraphone
715795,Twirl Records Story Volume 10,Definitive Jux
714651,The Latin Sounds of Edmundo Ros,Oricon
634092,Sulla Mia Pelle Special Edition,Gold Typhoon
124373,20 Suosikkia  / Se jokin sinulla on,BTM Music Group Inc.
263360,Kingston Hot,5pb.
157986,All My Hits - Todos Mis Exitos,Triple Vision Record Distribution
240350,Serenity,Oricon
467580,The Ones You Love,Concord Music Group
123789,Leave The Story Untold,SoBe Entertainment
481245,I'm No Angel,Hed Kandi
43364,Mayday,Extraphone
14330,A Little South Of Sanity,Entertainment One
267888,Before The Amplifiers...Live Acoustic,DSP Media
508339,Las Cosas de Antes,Diagnosis… DON'T! reCoRdings
68570,Cha cha cha,Scranton Button Company
558375,The Unraveling,Backstreet Records
27848,Solos And Duets,EMI Music Japan
539301,I Surrender All,5pb.
420078,Stronger Rastaman,DSP Media
330903,Black Snow,JamGlue
277069,Demon Days,ARC Music
789658,Hefvermogen,Multimedia Record Corporation
224131,I Giovani Assi Della Fisarmonica,GMA Artist Center
489556,Feel Free,CJ E&M Music Performance Divison
397339,Room On Fire,ECA Records
311061,Back In Business,Scranton Button Company
250897,Chantal's Way,MCA Inc.
426490,Dipla Se Sena,PIAS UK Distribution
551402,Fire and Ice II - The 'Lost' Tapes,JYP Entertainment
53832,Two Brothers,MCA Inc.
299032,My Prerogative,DSP Media
563573,Da Grand Architek,Gold Typhoon
503139,Essential Montreux,BTM Music Group Inc.
819479,Stereo + Video,DMX
171096,Black Betty - The Anthology,Sony Music Australia
72185,Unter Wert,Microphone Records
335912,Cheapo-Cheapo Productions Presents Real Live John Sebastian,Mushroom Records
599291,Soukous Trouble,Sony/ATV Music Publishing
758204,Whiteout : Music from The Original Motion Picture,Halaqah Media
587938,Oi! The Album,CAPP Records
290248,Charlie's Angels: Full Throttle (Music From The Motion Picture),Random Disc Records
167445,Another Fine Mess,Bad Boy Records
297696,The Red Record,Hed Kandi
747549,Blanket On The Ground,Sony Music Australia
88741,Louisiana Hot Sauce,MGM Distribution
590927,Backroom Beats 2,Ultra Music
603940,Down the Road Apiece - Live,Posse Up Entertainment
421964,Concert,Movic
25735,The Essential UFO,Disc Makers
632778,For All Our Sins,PlayNetwork
615473,Los 3 Paraguayos,Def Jam Recordings
461019,Is Having A Wonderful Time,Applied Media Technologies Corporation
15562,Opposite Of H20,Anjunabeats
441356,Diamond In The Bluff,Go! Discs
724643,Sweet Dreams,GRGDN
300489,Wake Up Call,Newbury Comics
771209,Can't Fight Robots,Hed Kandi
462244,Passion,Posse Up Entertainment
293523,The Colours Of Christmas,Sony Music Entertainment
422770,Sneaky Sound System,Kung Fu Records
